"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","AIREMISSION","CO2","TONNE_CAP","A","2012",1.4,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2013",1.6,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2014",1.6,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2015",1.6,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2016",1.8,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2017",1.5,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2002",4.2,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2003",4.5,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2004",4.4,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2005",4.5,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2006",4.5,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2007",4.8,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2008",4.5,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2009",4.3,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2010",4.1,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2011",4.2,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2012",3.8,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2013",3.7,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2014",3.6,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2015",3.7,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2016",3.8,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2017",3.9,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2002",9,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2003",9.8,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2004",9.6,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2005",9.6,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2006",9.6,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2007",9.8,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2008",9.8,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2009",9.4,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2010",8.9,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2011",8.3,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2012",7.6,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2013",6.5,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2014",6.7,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2015",7,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2016",7.4,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2017",7.4,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2002",1.6,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2003",1.6,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2004",1.7,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2005",1.9,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2006",1.9,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2007",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2008",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2009",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2010",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2011",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2012",2.2,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2013",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2014",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2015",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2016",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2017",2.1,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"EST","AIREMISSION","CO2","TONNE_CAP","A","2002",10.5,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2003",12,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2004",12.1,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2005",12.3,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2006",11.5,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2007",14.3,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2008",13.2,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2009",11,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2010",13.9,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2011",13.3,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2012",12.4,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2013",14.2,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2014",13.2,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2015",11.5,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2016",11.7,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2017",12.1,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2018",10.3,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2002",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2003",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2004",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2005",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2006",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2007",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2008",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2009",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2010",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2011",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2012",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2013",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2014",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2015",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2016",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2017",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2002",0.6,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2003",0.7,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2004",0.8,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2005",1,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2006",1.1,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2007",1.3,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2008",1.2,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2009",1.3,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2010",1.3,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2011",1.5,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2012",1.7,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2013",1.8,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2014",2.1,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2015",2.3,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2016",2.4,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2017",2.3,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2002",0.3,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2003",0.3,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2004",0.3,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2005",0.3,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2006",0.3,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2007",0.4,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2008",0.3,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2009",0.4,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2010",0.4,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2011",0.4,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2012",0.5,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2013",0.5,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2014",0.5,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2015",0.5,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2016",0.5,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2017",0.5,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2002",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2003",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2004",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2005",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2006",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2007",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2008",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2009",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2010",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2011",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2012",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2013",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2014",0.3,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2015",0.3,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2016",0.3,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2017",0.3,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2002",5.9,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2003",6.4,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2004",6,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2005",6.1,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2006",6.2,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2007",6.4,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2008",6.2,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2009",6.6,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2010",6,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2011",6.5,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2012",6.3,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2013",6.4,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2014",6.6,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2015",6,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2016",6.1,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2017",6,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"IND","AIREMISSION","CO2","TONNE_CAP","A","2002",0.9,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2003",0.9,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2004",0.9,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2005",0.9,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2006",1,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2007",1.1,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2008",1.1,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2009",1.2,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2010",1.3,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2011",1.3,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2012",1.4,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2013",1.5,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2014",1.6,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2015",1.5,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2016",1.6,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2017",1.6,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2002",1.3,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2003",1.4,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2004",1.4,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2005",1.4,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2006",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2007",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2008",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2009",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2010",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2011",1.6,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2012",1.7,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2013",1.7,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2014",1.8,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2015",1.8,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2016",1.7,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2017",1.9,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2002",5,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2003",5.2,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2004",5.5,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2005",5.9,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2006",6.3,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2007",6.7,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2008",6.7,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2009",6.8,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2010",6.7,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2011",6.7,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2012",6.7,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2013",6.9,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2014",7.1,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2015",7,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2016",6.9,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2017",7,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2002",9,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2003",9.1,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2004",8.9,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2005",8.4,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2006",8.7,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2007",8.9,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2008",8.8,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2009",8.5,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2010",9,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2011",8.7,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2012",9.3,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2013",8.1,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2014",7.6,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2015",7.6,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2016",7.4,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2017",7.3,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2018",7,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2002",8,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2003",9,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2004",9.8,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2005",10.4,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2006",11.3,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2007",12.1,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2008",14.7,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2009",12.6,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2010",13.5,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2011",14.2,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2012",13.9,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2013",14.6,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2014",13.3,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2015",14,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2016",14.3,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2017",14.2,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2002",3.1,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2003",3.3,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2004",3.3,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2005",3.4,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2006",3.6,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2007",3.8,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2008",3.6,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2009",3.4,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2010",3.9,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2011",3.6,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2012",3.4,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2013",3.4,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2014",3.4,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2015",3.5,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2016",3.5,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2017",3.4,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2018",3.8,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2002",3.2,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2003",3.2,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2004",3.4,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2005",3.7,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2006",3.8,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2007",3.9,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2008",3.9,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2009",3.6,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2010",4,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2011",3.8,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2012",3.9,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2013",3.7,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2014",3.6,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2015",3.6,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2016",3.7,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2017",3.8,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2018",4.2,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2002",5.2,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2003",5.4,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2004",5.8,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2005",6.1,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2006",6.2,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2007",6.7,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2008",7,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2009",6.2,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2010",6.8,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2011",6.7,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2012",6.6,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2013",7,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2014",7.3,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2015",7.2,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2016",6.9,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2017",6.7,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2002",5.9,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2003",6.5,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2004",6.5,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2005",6.5,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2006",6.5,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2007",6.7,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2008",6.6,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2009",6.1,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2010",6.2,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2011",6.2,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2012",6.5,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2013",5.6,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2014",5.4,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2015",3.7,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2016",3,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2017",3.3,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2002",1.9,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2003",2.1,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2004",2.1,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2005",2.2,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2006",2.1,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2007",2.1,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2008",2.1,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2009",2,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2010",2.2,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2011",2.2,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2012",2.2,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2013",1.9,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2014",2,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2015",2.1,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2016",2.2,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2017",2.1,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2002",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2003",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2004",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2005",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2006",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2007",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2008",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2009",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2010",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2011",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2012",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2013",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2014",0.2,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2015",0.2,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2016",0.3,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2017",0.3,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2002",0.4,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2003",0.4,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2004",0.4,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2005",0.4,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2006",0.4,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2007",0.3,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2008",0.4,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2009",0.3,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2010",0.3,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2011",0.4,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2012",0.4,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2013",0.5,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2014",0.5,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2015",0.5,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2016",0.5,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2017",0.5,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2002",0.7,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2003",0.7,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2004",0.7,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2005",0.7,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2006",0.8,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2007",0.9,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2008",0.8,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2009",0.8,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2010",0.8,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2011",0.8,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2012",0.7,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2013",0.7,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2014",0.8,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2015",0.8,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2016",0.9,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2017",0.9,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2002",0.7,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2003",0.7,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2004",0.7,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2005",0.6,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2006",0.6,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2007",0.6,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2008",0.7,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2009",0.7,
